drugID;indication
DAP000680;Anxiety disorder
DAP000681;Cystitis
DAP000681;Intractable chronic pain
DAP000682;Anesthesia
DAP000683;Insomnia
DAP000684;Anesthesia
DAP000685;General anesthesia
DAP000686;Anxiety disorder
DAP000686;Insomnia
DAP000687;Insomnia
DAP000688;Anesthesia
DAP000689;Anxiety disorder
DAP000690;Insomnia
DAP000691;Epilepsy
DAP000691;Insomnia
DAP000692;Anesthesia
DAP000693;Anesthesia
DAP000694;Anesthesia
DAP000695;Flatworms infection
DAP000695;Schistosomiasis
DAP000696;Acute coronary syndrome
DAP000697;Hepatitis B virus infection
DAP000697;Hepatitis B virus infection
DAP000698;Hepatitis B virus infection
DAP000699;Malaria
DAP000700;HIV infections
DAP000701;HIV infections
DAP000702;HIV infections
DAP000703;HIV infections
DAP000704;HIV infections
DAP000705;HIV infections
DAP000706;HIV infections
DAP000707;HIV infections
DAP000708;Clostridium difficile infection
DAP000708;HIV infections
DAP000709;HIV infections
DAP000710;Bacterial infection
DAP000710;Skin infections
DAP000711;Bacterial infection
DAP000712;Diabetes mellitus
DAP000713;Emesis
DAP000713;Nausea, Vomiting
DAP000714;Influenza virus infections
DAP000715;Influenza virus infections
DAP000716;Anesthesia
DAP000716;General anesthesia
DAP000717;Hypercholesterolemia
DAP000718;Inflammatory diseases
DAP000719;Obesity
DAP000720;Depression
DAP000721;Attention deficit hyperactivity disorder
DAP000722;Obesity
DAP000723;Stroke
DAP000724;Gastroesophageal reflux disease
DAP000725;NSAID-related gastric ulcer
DAP000725;Peptic ulcer disease
DAP000726;Peptic ulcer disease
DAP000727;Bacterial infection
DAP000728;Hypertension
DAP000729;Ulcerative colitis
DAP000730;Dysmenorrhea
DAP000730;Miosis during ocular surgery
DAP000731;Acne vulgaris
DAP000731;Dermatitis
DAP000732;Inflammatory diseases
DAP000732;Postoperative inflammation
DAP000733;Inflammatory bowel disease
DAP000734;Osteoarthritis
DAP000734;Rheumatold arthritis, Osteoarthritis
DAP000735;Migraine
DAP000735;Rheumatold arthritis, Osteoarthritis
DAP000736;Arthropathy
DAP000736;Rheumatold arthritis, Osteoarthritis
DAP000737;Pain
DAP000737;Rheumatold arthritis, Osteoarthritis
DAP000738;Rheumatold arthritis, Osteoarthritis
DAP000739;Chronic myelogenous leukemia
DAP000740;Depression
DAP000741;Depression
DAP000742;Depression
DAP000742;Major depressive disorder
DAP000743;Psoriasis
DAP000744;Congestive cardiac insufficiency, Arrhythmias, Heart failure
DAP000745;Edema associated with congestive heart failure
DAP000746;Edema
DAP000746;Hypertension
DAP000747;Edema
DAP000747;Edema associated with congestive heart failure
DAP000748;Glaucoma
DAP000748;High blood pressure
DAP000749;Edema
DAP000749;Hypertension
DAP000750;Luid retention
DAP000751;Edema
DAP000751;Hypertension
DAP000752;Dermatomycosis
DAP000752;Fungal infection
DAP000753;Fungal infection
DAP000754;Diagnosis
DAP000755;Hypertension
DAP000756;Huntington's disease
DAP000756;Hyperkinetic movement disorder
DAP000757;Inflammatory arthritis
DAP000758;Thrombosis
DAP000759;Colon cancer, Rectal cancer
DAP000760;Viral infections
DAP000761;Breast cancer
DAP000761;Colorectal cancer
DAP000762;Hyperthyroidism
DAP000763;Hyperthyroidism
DAP000764;Fungal infection
DAP000764;HIV infections
DAP000765;Cancers
DAP000765;Lung cancer
DAP000766;Hypertension
DAP000767;Bacterial infection
DAP000768;Bleeding
DAP000768;Thromboembolism
DAP000769;Blood clotting disorder
DAP000769;Pulmonary embolism
DAP000770;Atrial fibrillation
DAP000771;Blood clotting disorder
DAP000771;Thrombosis
DAP000772;Thrombosis
DAP000773;Hyperuricemia
DAP000774;Hereditary tyrosinemia type 1
DAP000775;Open-angle glaucoma
DAP000776;Inflammatory diseases
DAP000776;Pain
DAP000777;Osteoarthritis
DAP000777;Rheumatold arthritis, Osteoarthritis
DAP000778;Pain
DAP000779;Dysmenorrhea
DAP000779;Rheumatold arthritis, Osteoarthritis
DAP000780;Pain
DAP000781;Influenza virus A infection
DAP000782;Crohn's disease
DAP000782;Organ transplant rejection
DAP000783;Autoimmune diseases
DAP000783;Organ transplant rejection
DAP000783;Pemphigus vulgaris
DAP000784;Organ transplant rejection
DAP000785;Cancer
DAP000785;Cancers
DAP000786;Cancers
DAP000786;Lung cancer
DAP000787;Breast cancer
DAP000787;Chronic lymphocytic leukaemia
DAP000788;Acute myeloid leukemia
DAP000789;Crohn's disease
DAP000790;Hodgkin's lymphoma
DAP000790;Prostate cancer
DAP000791;Multiple myeloma
DAP000792;Breast cancer
DAP000792;Osteoporosis in post-menopausal women
DAP000793;Breast cancer
DAP000793;Breast cancer
DAP000794;Arthritis
DAP000794;Gout
DAP000795;Motion sickness
DAP000795;Nausea, Vomiting
DAP000796;Hypertension
DAP000797;Congestive heart failure
DAP000798;Skin irritations
DAP000799;Anesthesia
DAP000800;Anemia
DAP000801;Chronic hepatitis C
DAP000802;Diabetes mellitus
DAP000803;Diabetes mellitus
DAP000804;Coronary artery disease
DAP000804;Dietary shortage
DAP000805;Dietary shortage
DAP000805;Glioma
DAP000806;Dietary shortage
DAP000807;Dietary shortage
DAP000808;Dietary shortage
DAP000809;Myasthenia gravis
DAP000810;Hypertension
DAP000811;Asthma
DAP000812;Venous thrombosis
DAP000813;Inflammatory diseases
DAP000814;Contact dermatitis
DAP000815;Ankylosing spondylitis
DAP000815;Joint and muscular pain
DAP000816;Viral infections
DAP000817;Bacterial infection
DAP000817;Fungal urinary tract infection
DAP000818;Cardiovascular disease
DAP000818;Vasomotor symptoms
DAP000819;Allergic rhinitis
DAP000820;Diagnosis
DAP000821;Rheumatold arthritis
DAP000822;Diabetes mellitus
DAP000823;Peptic ulcer disease
DAP000823;Uveitis
DAP000824;Anesthesia
DAP000825;Female infertility
DAP000825;Giardiasis, Cutaneous leishmaniasis
DAP000826;Aborting second-trimester pregnancy (between 12th to 18th week of gestation)
DAP000827;Paget's disease
DAP000828;Hypokalemia
DAP000829;Cancers
DAP000830;Vitiligo
DAP000831;Bipolar disorder
DAP000831;Epilepsy
DAP000832;Schizophrenia
DAP000833;Psychotic disorders
DAP000833;Psychotic disorders
DAP000834;Anesthesia
DAP000834;Ocular disease
DAP000835;Gastrointestinal disorders
DAP000835;Peptic ulcer
DAP000836;Acquired nystagmus
DAP000837;Peptic ulcer
DAP000837;Peptic ulcer disease
DAP000838;Bacterial infection
DAP000839;Bacterial infection
DAP000839;Gram-negative bacterial infection
DAP000840;Female androgenresponsive recurrent mammary cancer
DAP000841;Osteoporosis
DAP000842;Breast cancer
DAP000842;Cushing's disease, Metastatic breast cancer
DAP000843;Cardiovascular disease
DAP000843;Pain
DAP000844;Bipolar disorder
DAP000844;False perceptions
DAP000845;Schizophrenia
DAP000846;Schizophrenia
DAP000847;Schizophrenia
DAP000848;Schizophrenia
DAP000849;Acute lymphoblastic leukemia
DAP000849;Myelodysplastic syndromes
DAP000850;Blastomycosis
DAP000851;Bacterial infection
DAP000852;Alzheimer's disease
DAP000853;Breast cancer
DAP000853;Lymphoma
DAP000854;Breast cancer
DAP000854;Hormone replacement therapy
DAP000855;Female contraceptive
DAP000856;Hormonal contraceptives
DAP000857;Alcohol use disorders
DAP000858;Pain
DAP000858;Parkinson's disease
DAP000859;Anxiety disorder, Morning sickness
DAP000860;Obesity
DAP000861;Advanced breast and endometrium carcinoma
DAP000862;Migraine, Obisity
DAP000863;Bipolar disorder
DAP000863;Depression
DAP000864;Depression, Chronic pain
DAP000864;Major depressive disorder
DAP000865;Multiple myeloma
DAP000866;Central or sensorineural tinnitus
DAP000867;Rheumatold arthritis
DAP000867;Rheumatold arthritis
DAP000868;Cough
DAP000869;Vitamin B6 deficiency
DAP000869;Vitamin deficiency
DAP000870;Thiamine deficiency
DAP000870;Vitamin B1 deficiency
DAP000872;Autoimmune diseases
DAP000872;Myopathy
DAP000873;Hepatitis C virus infection
DAP000873;Primary biliary cirrhosis
DAP000874;Bronchiectasis
DAP000874;Renal failure
DAP000875;Chronic angina
DAP000876;Pain
DAP000876;Throat irritation
DAP000877;Fungal infection
DAP000877;Fungal infection
DAP000878;Malaria
DAP000879;Fungal infection
DAP000880;Bacterial infection
DAP000880;Skin infections
DAP000881;Bacterial infection
DAP000882;Bacterial infection
DAP000883;Bacterial infection
DAP000884;Acne vulgaris
DAP000884;Bacterial infection
DAP000885;Bacterial infection
DAP000886;Impetigo
DAP000887;Bacterial infection
DAP000888;Bacterial infection
DAP000889;Acne vulgaris
DAP000890;Migraine headaches
DAP000891;Depression
DAP000892;Bacterial infection
DAP000892;Mycobacterium tuberculosis infection
DAP000893;Myasthenia gravis
DAP000894;Anxiety disorder
DAP000894;Open-angle glaucoma
DAP000895;Pediculus humanus capitis
DAP000896;Glaucoma
DAP000897;Angina
DAP000897;Hypertension
DAP000898;Hypotension
DAP000899;Obesity
DAP000900;Hypertension
DAP000901;Alzheimer's disease
DAP000902;Brain ischaemia
DAP000902;Senile dementia
DAP000903;Osteoporosis in post-menopausal women
DAP000904;Breast cancer
DAP000904;Male hypogonadism
DAP000905;Alcoholic hepatitis
DAP000906;Hyperandrogenism
DAP000906;Prostate cancer
DAP000907;Hypertension
DAP000908;Hypertension
DAP000909;Hypertension
DAP000910;Hypertension
DAP000911;Hypertension
DAP000912;Congestive heart failure
DAP000913;Prostate cancer
DAP000914;Bacterial infection
DAP000914;Lymphatic filariasis
DAP000915;Cardiac arrhythmias
DAP000916;Coronary artery disease
DAP000917;Diabetes mellitus
DAP000918;Diabetes mellitus
DAP000919;Diabetes mellitus
DAP000920;Diabetes mellitus
DAP000921;Diabetes mellitus
DAP000922;Diabetes mellitus
DAP000923;Diabetes mellitus
DAP000923;Non-insulin dependent diabetes
DAP000924;Diabetes mellitus
DAP000925;Diabetes mellitus
DAP000925;Non-insulin dependent diabetes
DAP000926;Bacterial infection
DAP000927;Urinary tract infections
DAP000928;Bacterial infection
DAP000929;Bacterial infection
DAP000930;Insomnia
DAP000931;Insomnia
DAP000932;Anxiety disorder
DAP000933;Insomnia
DAP000934;Anxiety disorder
DAP000935;Asthma
DAP000936;Coronary artery disease
DAP000937;Premature labour
DAP000938;Angina
DAP000938;Hypertension
DAP000939;Atrioventricular heart block
DAP000940;Cardiac arrhythmias
DAP000941;Angina
DAP000941;Hypertension
DAP000942;Hypertension
DAP000943;Chronic obstructive pulmonary disease
DAP000944;Asthma
DAP000945;Chronic breathing disorders
DAP000946;Asthma
DAP000947;Chronic obstructive pulmonary disease
DAP000948;Anxiety disorder
DAP000948;Bacterial infection
DAP000949;Acute lymphoblastic leukemia
DAP000949;Cancers
DAP000950;Cancer
DAP000950;Worm infections
DAP000951;Microsporidial infection
DAP000951;Worm infections
DAP000952;Acute pain
DAP000952;Musculoskeletal disease
DAP000953;Malaria
DAP000954;Cardiac arrhythmias
DAP000955;Congestive heart failure
DAP000955;Hypertension
DAP000956;Hypertension
DAP000957;Angina pectoris
DAP000958;Nutritional deficiency
DAP000959;Spasm
DAP000960;Erectile dysfunction
DAP000961;Cancer
DAP000961;Pancreatic malfunction
DAP000962;Chronic glaucoma
DAP000963;Anesthesia
DAP000963;Spasms, Pain
DAP000964;Christmas disease
DAP000964;Haemophilia B
DAP000965;Dermal ulcers, Skin burns
DAP000965;Skin burns
DAP000966;Urinary tract infections
DAP000966;Vitamin C deficiency
DAP000967;Paroxysmal nocturnal hemoglobinuria
DAP000967;Paroxysmal nocturnal hemoglobinuria
DAP000968;Ankylosing spondylitis
DAP000968;Pain, Rheumatoid arthritis
DAP000969;Hyperglyceridemic
DAP000970;Knee osteoarthritis
DAP000971;Arthritis
DAP000972;Dysmenorrhea
DAP000972;Rheumatold arthritis
DAP000973;Osteoarthritis
DAP000973;Pain
DAP000974;Ankylosing spondylitis
DAP000974;Chronic pain
DAP000975;Osteoarthritis
DAP000975;Pain
DAP000976;Asthma
DAP000976;Asthma
DAP000977;Asthma, Prophylaxis
DAP000978;Bleeding
DAP000978;Excessive bleeding
DAP000979;Schizophrenia
DAP000980;Anxiety disorder
DAP000980;Schizophrenia
DAP000981;Asthma
DAP000981;Cystic fibrosis
DAP000982;Dietary shortage
DAP000983;Myeloproliferative disease
DAP000984;Metastatic islet cell carcinoma
DAP000984;Pancreatic cancer
DAP000985;Leukaemia
DAP000985;Leukemia
DAP000986;Brain cancer
DAP000986;Hodgkin's lymphoma
DAP000987;Grade IV astrocytoma
DAP000988;Chronic myelogenous leukemia
DAP000988;Refractory chronic myeloid leukaemia
DAP000989;Ovarian cancer
DAP000989;Ovarian cancer
DAP000990;Acute myeloid leukemia
DAP000990;Lymphatic malignancies
DAP000991;Brain cancer
DAP000991;Glioma
DAP000992;Schistosomiasis
DAP000993;Diarrhea
DAP000994;Cancer
DAP000994;Gastro-intestinal cancer, Breast cancer
DAP000995;Sepsis
DAP000996;Cutaneous T-cell lymphoma
DAP000996;Psoriasis
DAP000997;Herpes simplex virus infection
DAP000998;Urinary tract infections
DAP000999;Bacterial infection
DAP000999;Urinary tract infections
DAP001000;Bacterial infection
DAP001000;Urinary tract infections
DAP001001;Gonococcal urethritis
DAP001002;Bacterial infection
DAP001002;Staphylococcus aureus infection
DAP001003;Cancer
DAP001003;Cancer
DAP001005;Bacterial infection
DAP001005;Bacterial pneumonia infection
DAP001006;Diarrhea
DAP001007;Depressive fatigue
DAP001008;Bacterial infection
DAP001008;Staphylococcus aureus infection
DAP001009;Colorectal cancer
DAP001009;Colorectal cancer
DAP001009;Locally advanced head and neck cancer
DAP001010;Colon cancer, Glioma, Breast cancer, Head and neck cancer
DAP001010;Non-small cell lung cancer
DAP001010;Non-small-cell lung cancer
DAP001010;Pancreatic cancer
DAP001011;Cancer
DAP001011;Gonorrheal vaginitis
DAP001012;Hormone refractory prostate cancer
DAP001012;Menopause
DAP001013;Female infertility
DAP001013;Hormone deficiency
DAP001014;Oral contraceptives
DAP001015;Atrophic vaginitis
DAP001015;Female genital tract inflammation
DAP001016;Breast cancer, Prostate cancer
DAP001016;Female infertility
DAP001017;Breast cancer
DAP001017;Menorrhagia
DAP001018;Estrogen deficiency
DAP001018;Female hypogonadism
DAP001019;Hormone deficiency
DAP001019;Multiple sclerosis
DAP001020;Menopausal and postmenopausal disorders
DAP001021;Hypercalcemia
DAP001022;Osteoporosis in post-menopausal women
DAP001023;Hypercalcemia
DAP001024;Acne vulgaris
DAP001024;Photodynamic therapy
DAP001025;Interstitial cystitis, Painful bladder syndrome
DAP001026;Oral mucositis
DAP001027;Female infertility
DAP001028;Female infertility
DAP001029;Female infertility
DAP001030;Female infertility
DAP001031;African trypanosomiasis
DAP001031;Prostate tumor
DAP001032;Anesthesia
DAP001033;Anesthesia
DAP001034;Anesthesia
DAP001034;Insomnia
DAP001035;Anxiety disorder, Panic attacks
DAP001036;Infestations of lice and scabies
DAP001036;Pediculus capitis infestation
DAP001037;Hypoglycemia
DAP001038;Diabetes mellitus
DAP001038;Diabetes mellitus type 2
DAP001039;Asthma
DAP001039;Chronic obstructive pulmonary disease
DAP001040;Rheumatold arthritis
DAP001041;Inflammatory diseases
DAP001042;Skin allergies
DAP001043;Inflammatory diseases
DAP001044;Inflammatory diseases
DAP001045;Eye Inflammation
DAP001046;Allergic rhinitis
DAP001047;Inflammatory diseases
DAP001048;Eye Inflammation
DAP001049;Diagnosis of prostate cancer
DAP001049;Prostate tumor
DAP001050;Bacterial infection
DAP001051;Endometriosis
DAP001052;Hypothalamic hypogonadism
DAP001053;Bone marrow transplantation
DAP001054;Growth hormone deficiency
DAP001055;Growth disorder
DAP001055;Growth hormone deficiency
DAP001056;Cancer
DAP001056;Respiratory failure
DAP001057;Anal fissure
DAP001057;Angina pectoris, Anal fissure
DAP001058;Angina
DAP001058;Angina pectoris
DAP001059;Angina pectoris
DAP001060;Angina
DAP001061;Allergic rhinitis, Urticaria, Pruritus
DAP001062;Allergic conjunctivitis
DAP001062;Ocular allergy
DAP001063;Hay fever
DAP001064;Allergic conjunctivitis
DAP001064;Allergic rhinitis
DAP001065;Hay fever
DAP001066;Allergic rhinitis
DAP001067;Allergic conjunctivitis
DAP001068;Allergic rhinitis
DAP001068;Hay fever
DAP001069;Allergic rhinitis
DAP001070;Allergic rhinitis
DAP001071;Allergic rhinitis
DAP001072;Cough
DAP001072;Hay fever
DAP001073;Common cold, Allergies
DAP001074;Allergic conjunctivitis
DAP001075;Sleep disorders
DAP001076;Emesis
DAP001076;Nausea, Vomiting
DAP001077;Allergic rhinitis
DAP001078;Allergic rhinitis
DAP001079;Allergic rhinitis
DAP001079;Allergy
DAP001080;Anesthesia
DAP001081;Gastric secretory disorders
DAP001082;Cutaneous T-cell lymphoma
DAP001083;Cytomegalovirus
DAP001084;HIV infections
DAP001084;Hepatitis B virus infection
DAP001084;Hepatitis virus infection
DAP001085;HIV infections
DAP001086;HIV infections
DAP001087;Influenza virus A infection
DAP001088;Diabetes mellitus
DAP001089;Diabetes mellitus
DAP001090;Diabetes mellitus
DAP001090;Type 1/2 diabetes
DAP001091;Diabetes mellitus
DAP001092;Diabetes mellitus
DAP001093;Diabetes mellitus
DAP001094;Multiple sclerosis
DAP001095;Psoriasis
DAP001095;Renal Transplantation
DAP001096;Hypercalcemia
DAP001097;Osteoarthritis
DAP001098;Advanced non-Small cell lung cancer
DAP001098;Leukemias, Lymphomas
DAP001099;Metastatic renal cell carcer
DAP001099;Non-Hodgkin's lymphoma
DAP001100;Pain
DAP001101;Aspergillosis
DAP001101;Fungal infection
DAP001102;Emphysema
DAP001102;Panacinar emphysema
DAP001103;Female infertility
DAP001104;Diabetes mellitus
DAP001105;Cerebral salt-wasting syndrome
DAP001106;Addison's disease
DAP001107;Parkinson's disease
DAP001107;Parkinson's disease
DAP001108;Gastrointestinal disorders
DAP001109;Bladder disease
DAP001109;Irritable bowel syndrome
DAP001110;Parkinson's disease
DAP001110;Parkinson's disease
DAP001111;Ocular disease
DAP001111;Pediatric eye examinations
